Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
18071176,The Violent Bear It Away,Flannery O'Connor,"O'Connor, Flannery",,"=""""","=""""",0,4.08,"Farrar, Straus and Giroux",Kindle Edition,256,2007,1960,,2022/10/31,"to-read, fiction","to-read (#71), fiction (#165)",to-read,,,,0,0
49374086,The Discomfort of Evening,Lucas Rijneveld,"Rijneveld, Lucas",Michele Hutchison,"=""0571349366""","=""9780571349364""",0,3.46,Faber & Faber,Paperback,282,2020,2018,,2022/10/24,"to-read, 2023-tbr, fiction","to-read (#63), 2023-tbr (#3), fiction (#160)",to-read,,,,0,0
35116925,Homesick for Another World,Ottessa Moshfegh,"Moshfegh, Ottessa",,"=""1784701505""","=""9781784701505""",0,3.63,Vintage,Paperback,294,2018,2017,,2022/10/25,"to-read, fiction","to-read (#68), fiction (#162)",to-read,,,,0,0
61662687,"Orașul de abur (Cimitirul cărților uitate, #povestiri)",Carlos Ruiz Zafón,"Zafón, Carlos Ruiz",Emanuela Stoleriu,"=""9734690523""","=""9789734690527""",0,3.99,Polirom,Paperback,216,2022,2020,,2022/10/13,"to-read, fiction","to-read (#62), fiction (#159)",to-read,,,,0,0
18386,The Death of Ivan Ilych,Leo Tolstoy,"Tolstoy, Leo","Aylmer Maude, Louise Maude","=""1600964338""","=""9781600964336""",0,4.12,Waking Lion Press,Paperback,86,2006,1886,,2022/10/11,"to-read, fiction","to-read (#61), fiction (#158)",to-read,,,,0,0
59601959,Zorii tuturor lucrurilor. O nouă istorie a omenirii,David Graeber,"Graeber, David","David Wengrow, Miruna Munteanu","=""""","=""9789734687886""",0,4.20,Polirom,Hardcover,400,2022,2021,,2022/11/13,"to-read, non-fiction","to-read (#82), non-fiction (#43)",to-read,,,,0,0
164515,Orality and Literacy: The Technologizing of the Word,Walter J. Ong,"Ong, Walter J.",,"=""0415281296""","=""9780415281294""",0,4.12,Routledge,Paperback,216,2002,1982,,2022/11/23,"to-read, non-fiction","to-read (#90), non-fiction (#44)",to-read,,,,0,0
24874364,Come Close,Sappho,"Sappho, Sappho",,"=""0141398698""","=""9780141398693""",0,4.05,Penguin Classics,Paperback,55,2015,-570,,2022/10/25,"to-read, poetry","to-read (#67), poetry (#14)",to-read,,,,0,0
34604796,Surviving in Drought,Brad Aaron Modlin,"Modlin, Brad Aaron",,"=""""","=""9780997899634""",0,4.50,The Cupboard Pamphlet,Paperback,39,2017,,,2022/10/24,"to-read, poetry","to-read (#64), poetry (#12)",to-read,,,,0,0
58079081,La bella Italia ~ antipoeme jurnaliere ~,Andrei-Codrin Bucur,"Bucur, Andrei-Codrin",,"=""""","=""9786060232513""",0,4.09,Tracus Arte ,Paperback,80,2021,,,2022/10/24,"to-read, poetry","to-read (#66), poetry (#13)",to-read,,,,0,0
49628,Cloud Atlas,David Mitchell,"Mitchell, David",,"=""0375507256""","=""9780375507250""",0,4.01,Random House,Paperback,509,2004,2004,,2022/09/26,"to-read, fiction","to-read (#55), fiction (#152)",to-read,,,,0,0
22011352,Toamna patriarhului,Gabriel García Márquez,"Márquez, Gabriel García",,"=""6066095722""","=""9786066095723""",0,3.86,Rao,Hardcover,288,2014,1975,,2022/10/06,"to-read, fiction","to-read (#57), fiction (#154)",to-read,,,,0,0
26887918,Douăsprezece povestiri călătoare,Gabriel García Márquez,"Márquez, Gabriel García",Tudora Şandru Mehedinţi,"=""6066099647""","=""9786066099646""",0,4.04,RAO,Hardcover,190,2015,1992,,2022/10/07,"to-read, fiction","to-read (#60), fiction (#157)",to-read,,,,0,0
29491487,Letters to a Young Poet,Rainer Maria Rilke,"Rilke, Rainer Maria",Charlie Louth,"=""0241252059""","=""9780241252055""",0,4.29,Penguin Classics ,Paperback,52,2016,1929,,2022/10/06,"to-read, fiction","to-read (#59), fiction (#156)",to-read,,,,0,0
53888611,Povestiri,Gabriel García Márquez,"Márquez, Gabriel García",,"=""6060063853""","=""9786060063858""",0,4.31,Editura: RAO,Paperback,136,2020,,,2022/10/06,"to-read, fiction","to-read (#58), fiction (#155)",to-read,,,,0,0
330244,The Member of the Wedding,Carson McCullers,"McCullers, Carson",,"=""0618492399""","=""9780618492398""",0,3.81,Mariner Books,Paperback,163,2004,1946,,2022/09/29,"to-read, fiction","to-read (#56), fiction (#153)",to-read,,,,0,0
13480263,'Salem's Lot,Stephen King,"King, Stephen",,"=""""","=""""",0,4.05,Anchor,Kindle Edition,668,2008,1975,,2022/08/29,"to-read, fiction","to-read (#48), fiction (#145)",to-read,,,,0,0
397483,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",Erik Larson,"Larson, Erik",,"=""0609608444""","=""9780609608449""",0,4.00,Crown Publishers,Hardcover,447,2003,2003,,2022/09/02,"to-read, fiction","to-read (#49), fiction (#146)",to-read,,,,0,0
49255502,Piranesi,Susanna Clarke,"Clarke, Susanna",,"=""1526622424""","=""9781526622426""",0,4.23,Bloomsbury,Hardcover,245,2020,2020,,2022/09/16,"to-read, fiction","to-read (#50), fiction (#147)",to-read,,,,0,0
415,Gravity's Rainbow,Thomas Pynchon,"Pynchon, Thomas",,"=""0143039946""","=""9780143039945""",0,4.00,Penguin Books,Paperback,776,2006,1973,,2022/09/25,"to-read, fiction","to-read (#54), fiction (#151)",to-read,,,,0,0
58491723,Treisprezece. Proză fantastică,Pavel Nedelcu,"Nedelcu, Pavel","Bogdan Răileanu, Iulia Micu, Lucian Mîndruţă, Mihai Ene, Cosmin Leucuța, Doina Ruști, Tudor Ganea, Allex Truşcă, Mihail Victus, Octavian Soviany, Iulia Pana, Radu Găvan","=""6063375449""","=""9786063375446""",0,3.90,Litera,Paperback,304,2021,,,2022/09/21,"to-read, fiction","to-read (#53), fiction (#150)",to-read,,,,0,0
18592639,Hristos răstignit din nou,Nikos Kazantzakis,"Kazantzakis, Nikos",Ion Diaconescu,"=""""","=""9789736891946""",0,4.32,Humanitas Fiction,Paperback,488,2008,1948,,2022/09/19,"to-read, fiction","to-read (#51), fiction (#148)",to-read,,,,0,0
11872850,The Man in the High Castle,Philip K. Dick,"Dick, Philip K.",,"=""0547572484""","=""9780547572482""",0,3.60,Mariner Books Classics,Paperback,274,2012,1962,,2022/09/21,"to-read, fiction","to-read (#52), fiction (#149)",to-read,,,,0,0
60713937,Villager,Tom  Cox,"Cox, Tom",,"=""1800181345""","=""9781800181342""",0,4.05,Unbound,Hardcover,336,2022,,,2022/08/27,"to-read, fiction","to-read (#45), fiction (#142)",to-read,,,,0,0
57945316,Babel,R.F. Kuang,"Kuang, R.F.",,"=""0063021420""","=""9780063021426""",0,4.22,Harper Voyager,Hardcover,544,2022,2022,,2022/08/27,"to-read, fiction","to-read (#46), fiction (#143)",to-read,,,,0,0
13747794,The Uncensored Picture of Dorian Gray,Oscar Wilde,"Wilde, Oscar",Nicholas Frankel,"=""0674066316""","=""9780674066311""",0,4.29,Belknap Press: An Imprint of Harvard University Press,Paperback,260,2012,1890,,2022/08/17,"to-read, 2023-tbr, fiction","to-read (#42), 2023-tbr (#10), fiction (#141)",to-read,,,,0,0
9328,The House of the Spirits,Isabel Allende,"Allende, Isabel",Magda Bogin,"=""0553383809""","=""9780553383805""",0,4.27,Dial Press Trade Paperback,Paperback,448,2005,1982,,2022/08/15,"to-read, fiction","to-read (#41), fiction (#140)",to-read,,,,0,0
4929,Kafka on the Shore,Haruki Murakami,"Murakami, Haruki",Philip Gabriel,"=""1400079276""","=""9781400079278""",0,4.13,Vintage International,Paperback,467,2006,2002,,2022/08/15,"to-read, fiction","to-read (#40), fiction (#139)",to-read,,,,0,0
76826,Exile and the Kingdom,Albert Camus,"Camus, Albert",Justin O'Brien,"=""067973385X""","=""9780679733850""",0,3.86,Vintage International,Paperback,213,1991,1950,,2022/08/29,"to-read, fiction","to-read (#47), fiction (#144)",to-read,,,,0,0
12851913,Roadside Picnic,Arkady Strugatsky,"Strugatsky, Arkady","Boris Strugatsky, Olena Bormashenko, Ursula K. Le Guin","=""1613743416""","=""9781613743416""",0,4.15,Chicago Review Press,Paperback,209,2012,1972,,2022/07/10,"to-read, fiction","to-read (#36), fiction (#135)",to-read,,,,0,0
239239,The Prestige,Christopher Priest,"Priest, Christopher",,"=""0312858868""","=""9780312858865""",0,3.91,Tom Doherty Associates Tor Books,Paperback,404,1997,1995,,2022/08/11,"to-read, fiction","to-read (#39), fiction (#138)",to-read,,,,0,0
28187,"The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan,"Riordan, Rick",,"=""""","=""""",0,4.30,Disney Hyperion Books,Paperback,377,2006,2005,,2022/06/26,"to-read, fiction","to-read (#32), fiction (#132)",to-read,,,,0,0
54493401,Project Hail Mary,Andy Weir,"Weir, Andy",,"=""0593135202""","=""9780593135204""",0,4.51,Ballantine Books,Hardcover,476,2021,2021,,2022/07/10,"to-read, fiction","to-read (#37), fiction (#136)",to-read,,,,0,0
23156181,Beloved,Toni Morrison,"Morrison, Toni",,"=""""","=""""",0,3.94,Vintage Digital,Kindle Edition,354,2014,1987,,2022/08/02,"to-read, fiction","to-read (#38), fiction (#137)",to-read,,,,0,0
30809689,Norse Mythology,Neil Gaiman,"Gaiman, Neil",,"=""039360909X""","=""9780393609097""",0,4.10,W. W. Norton & Company,Hardcover,299,2017,2017,,2022/07/02,"to-read, fiction","to-read (#34), fiction (#134)",to-read,,,,0,0
59693959,Lapvona,Ottessa Moshfegh,"Moshfegh, Ottessa",,"=""""","=""""",0,3.53,Penguin Press,Kindle Edition,313,2022,2022,,2022/06/30,"to-read, fiction","to-read (#33), fiction (#133)",to-read,,,,0,0
29227774,"Light Bringer (Red Rising Saga, #6)",Pierce Brown,"Brown, Pierce",,"=""1473646804""","=""9781473646803""",0,4.75,Hodder & Stoughton,Hardcover,682,2023,2023,,2022/06/24,"to-read, fiction","to-read (#31), fiction (#131)",to-read,,,,0,0
51801261,The World According to Physics,Jim Al-Khalili,"Al-Khalili, Jim",,"=""0691182302""","=""9780691182308""",0,4.13,Princeton University Press,Hardcover,304,2020,2020,,2022/08/17,"to-read, non-fiction","to-read (#44), non-fiction (#42)",to-read,,,,0,0
55145261,The Anthropocene Reviewed,John Green,"Green, John",,"=""0525555218""","=""9780525555216""",0,4.36,Dutton,Hardcover,293,2021,2021,,2022/07/10,"to-read, non-fiction","to-read (#35), non-fiction (#40)",to-read,,,,0,0
334849,A Geography Of Time: The Temporal Misadventures of a Social Psychologist,Robert V. Levine,"Levine, Robert V.",,"=""0465026427""","=""9780465026425""",0,3.75,Basic Books,Paperback,278,1998,1997,,2022/08/17,"to-read, non-fiction","to-read (#43), non-fiction (#41)",to-read,,,,0,0
77507,"Red Mars (Mars Trilogy, #1)",Kim Stanley Robinson,"Robinson, Kim Stanley",,"=""0553560735""","=""9780553560732""",0,3.86,Spectra Books,Mass Market Paperback,572,1993,1992,,2022/06/08,"to-read, 2023-tbr, fiction","to-read (#29), 2023-tbr (#2), fiction (#129)",to-read,,,,0,0
58365260,Gallant,V.E. Schwab,"Schwab, V.E.",Manuel Sumberac,"=""""","=""""",0,3.73,Greenwillow Books,Kindle Edition,330,2022,2022,,2022/06/08,"to-read, fiction","to-read (#30), fiction (#130)",to-read,,,,0,0
1335019,Necronomicon: The Best Weird Tales,H.P. Lovecraft,"Lovecraft, H.P.",,"=""0575081562""","=""9780575081567""",0,4.18,"Gollancz, Great Britain",Hardcover,878,2008,1977,,2022/06/08,"to-read, fiction","to-read (#26), fiction (#127)",to-read,,,,0,0
28259982,The Complete Fiction of H.P. Lovecraft,H.P. Lovecraft,"Lovecraft, H.P.",,"=""0785834206""","=""9780785834205""",0,4.34,Chartwell Books,Hardcover,1112,2016,2008,,2022/06/08,"to-read, fiction","to-read (#27), fiction (#128)",to-read,,,,0,0
27311,A Short History of Myth,Karen Armstrong,"Armstrong, Karen",,"=""184195800X""","=""9781841958002""",0,3.69,Canongate ,Paperback,159,2006,2005,,2022/06/08,"to-read, fiction","to-read (#22), fiction (#126)",to-read,,,,0,0
7329,Unfinished Tales of Númenor and Middle-Earth,J.R.R. Tolkien,"Tolkien, J.R.R.",Christopher Tolkien,"=""026110215X""","=""9780261102156""",0,4.00,HarperCollins,Hardcover,452,2000,1980,,2022/06/08,"to-read, fiction","to-read (#19), fiction (#123)",to-read,,,,0,0
41015249,Beren and Lúthien,J.R.R. Tolkien,"Tolkien, J.R.R.",Christopher Tolkien,"=""""","=""""",0,4.03,Houghton Mifflin Harcourt,Kindle Edition,321,2017,2017,,2022/06/08,"to-read, fiction","to-read (#20), fiction (#124)",to-read,,,,0,0
39798828,The Fall of Gondolin (Middle-Earth Universe),J.R.R. Tolkien,"Tolkien, J.R.R.",Christopher Tolkien,"=""1328613046""","=""9781328613042""",0,4.07,Houghton Mifflin Harcourt,Hardcover,304,2018,2018,,2022/06/08,"to-read, fiction","to-read (#21), fiction (#125)",to-read,,,,0,0
49607693,Canonicatul Dunei,Frank Herbert,"Herbert, Frank",Ion Brana,"=""6064305282""","=""9786064305282""",0,3.90,Nemira,Paperback,576,2019,1985,,2022/05/02,"to-read, fiction","to-read (#11), fiction (#117)",to-read,,,,0,0
42046112,Recursion,Blake Crouch,"Crouch, Blake",,"=""1524759783""","=""9781524759780""",0,4.16,Ballantine Books,Hardcover,336,2019,2019,,2022/06/08,"to-read, fiction","to-read (#18), fiction (#122)",to-read,,,,0,0
42759950,Fiecare moare singur,Hans Fallada,"Fallada, Hans",Gabriela Eftimie,"=""6067105845""","=""9786067105841""",0,4.25,Art,Hardcover,736,2018,1947,,2022/05/19,"to-read, fiction","to-read (#15), fiction (#119)",to-read,,,,0,0
35031085,Frankenstein: The 1818 Text,Mary Wollstonecraft Shelley,"Shelley, Mary Wollstonecraft",Charlotte Gordon,"=""""","=""""",0,3.86,Penguin Classics,Paperback,260,2018,1818,,2022/05/19,"to-read, fiction","to-read (#16), fiction (#120)",to-read,,,,0,0
58446227,Sea of Tranquility,Emily St. John Mandel,"Mandel, Emily St. John",,"=""0593321448""","=""9780593321447""",0,4.09,Knopf,Hardcover,259,2022,2022,,2022/06/08,"to-read, fiction","to-read (#17), fiction (#121)",to-read,,,,0,0
27888978,La răsărit de Eden,John Steinbeck,"Steinbeck, John",Any Florea,"=""9734655183""","=""9789734655182""",0,4.41,Polirom,Mass Market Paperback,800,2015,1952,,2022/05/19,"to-read, fiction","to-read (#14), fiction (#118)",to-read,,,,0,0
10852065,"The Hope of Elantris (Elantris, #1.5)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",0,3.66,Self-published,,25,2006,2006,,2022/04/30,"to-read, fiction","to-read (#8), fiction (#114)",to-read,,,,0,0
597790,The Children of Húrin,J.R.R. Tolkien,"Tolkien, J.R.R.","Christopher Tolkien, Alan  Lee","=""0007246226""","=""9780007246229""",0,4.02,HarperCollins,Hardcover,315,2007,2007,,2022/04/26,"to-read, fiction","to-read (#6), fiction (#113)",to-read,,,,0,0
5129,Brave New World,Aldous Huxley,"Huxley, Aldous",,"=""0060929871""","=""9780060929879""",0,3.99,HarperPerennial / Perennial Classics,Paperback,268,1998,1932,,2022/05/02,"to-read, fiction","to-read (#9), fiction (#115)",to-read,,,,0,0
58435812,"Fundatia (Foundation, #1)",Isaac Asimov,"Asimov, Isaac",,"=""6069000722""","=""9786069000724""",0,4.17,Paladin,Hardcover,264,2021,1951,,2022/05/02,"to-read, fiction","to-read (#10), fiction (#116)",to-read,,,,0,0
7332,The Silmarillion,J.R.R. Tolkien,"Tolkien, J.R.R.","Christopher Tolkien, Ted Nasmith","=""0618391118""","=""9780618391110""",0,4.00,Houghton Mifflin Company,Hardcover,386,2004,1977,,2022/04/26,"to-read, fiction","to-read (#5), fiction (#112)",to-read,,,,0,0
11588,"The Shining (The Shining, #1)",Stephen King,"King, Stephen",,"=""0450040186""","=""9780450040184""",0,4.26,New English Library (Hodder & Stoughton) ,Paperback,497,1980,1977,,2022/04/26,"to-read, fiction","to-read (#4), fiction (#111)",to-read,,,,0,0
16299,And Then There Were None,Agatha Christie,"Christie, Agatha",,"=""0312330871""","=""9780312330873""",0,4.28,St. Martin's Griffin,Paperback,264,2004,1939,,2022/04/26,"to-read, fiction","to-read (#3), fiction (#110)",to-read,,,,0,0
2657,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,"=""""","=""""",0,4.26,Harper Perennial Modern Classics ,Paperback,323,2006,1960,,2022/04/26,"to-read, fiction","to-read (#2), fiction (#109)",to-read,,,,0,0
17819483,Sorry For Your Troubles,Pádraig Ó Tuama,"Tuama, Pádraig Ó",,"=""1848254628""","=""9781848254626""",0,4.49,Canterbury Press Norwich,Paperback,79,2013,2013,,2022/06/08,"to-read, poetry","to-read (#23), poetry (#11)",to-read,,,,0,0
56546732,Live No Lies: Recognize and Resist the Three Enemies That Sabotage Your Peace,John Mark Comer,"Comer, John Mark",,"=""0525653120""","=""9780525653127""",0,4.51,WaterBrook,Hardcover,336,2021,,,2022/04/26,"to-read, non-fiction","to-read (#7), non-fiction (#34)",to-read,,,,0,0
2319645,"Surprised by Hope: Rethinking Heaven, the Resurrection, and the Mission of the Church",N.T. Wright,"Wright, N.T.",,"=""0061551821""","=""9780061551826""",0,4.30,HarperOne,Hardcover,332,2008,2007,,2022/06/08,"to-read, non-fiction","to-read (#24), non-fiction (#37)",to-read,,,,0,0
53121662,Jesus and John Wayne: How White Evangelicals Corrupted a Faith and Fractured a Nation,Kristin  Kobes Du Mez,"Mez, Kristin Kobes Du",,"=""1631495739""","=""9781631495731""",0,4.31,Liveright Publishing Corporation,Hardcover,356,2020,2020,,2022/05/02,"to-read, non-fiction","to-read (#12), non-fiction (#35)",to-read,,,,0,0
35068360,Paul: A Biography,N.T. Wright,"Wright, N.T.",,"=""0062198270""","=""9780062198273""",0,4.34,HarperOne,ebook,480,2018,2018,,2022/06/08,"to-read, non-fiction","to-read (#25), non-fiction (#38)",to-read,,,,0,0
290058,Becoming a Man,Paul Monette,"Monette, Paul",,"=""0060595647""","=""9780060595647""",0,4.16,Perennial,Paperback,304,2004,1992,,2022/06/08,"to-read, non-fiction","to-read (#28), non-fiction (#39)",to-read,,,,0,0
29587429,The Day the Revolution Began: Reconsidering the Meaning of Jesus's Crucifixion,N.T. Wright,"Wright, N.T.",,"=""""","=""""",0,4.29,HarperOne,Kindle Edition,448,2016,2016,,2022/05/02,"to-read, non-fiction","to-read (#13), non-fiction (#36)",to-read,,,,0,0
40792344,Mere Christianity,C.S. Lewis,"Lewis, C.S.",,"=""""","=""""",0,4.35,,Kindle Edition,98,2018,1942,,2022/04/26,"to-read, non-fiction","to-read (#1), non-fiction (#33)",to-read,,,,0,0
11412726,Alexandru Lăpuşneanul,Constantin Negruzzi,"Negruzzi, Constantin",,"=""9738580765""","=""""",0,3.11,Herra,Paperback,26,2008,1840,,2023/03/23,fiction,fiction (#106),read,,,,1,0
37380,The Heart Is a Lonely Hunter,Carson McCullers,"McCullers, Carson",,"=""0618084746""","=""9780618084746""",0,3.99,HOUGHTON MIFFLIN,Paperback,359,2000,1940,2023/10/14,2023/08/15,fiction,fiction (#108),read,,,,0,0
2920664,Iona,Marin Sorescu,"Sorescu, Marin",,"=""""","=""""",0,3.85, Fundația Marin Sorescu,Paperback,70,2003,1968,,2023/03/23,fiction,fiction (#107),read,,,,1,0
7314914,Mara,Ioan Slavici,"Slavici, Ioan",,"=""""","=""""",0,3.10,Art,Hardcover,272,2006,1906,,2023/03/23,fiction,fiction (#101),read,,,,1,0
18110150,Povestea lui Harap Alb,Ion Creangă,"Creangă, Ion",Iacob Desideriu,"=""""","=""""",0,3.29,Editura Ion Creangă,Paperback,79,1979,2014,,2023/03/23,fiction,fiction (#104),read,,,,1,0
817199,Maitreyi,Mircea Eliade,"Eliade, Mircea",,"=""9735004100""","=""9789735004101""",0,3.81,Humanitas,Paperback,200,2003,1933,,2023/03/23,fiction,fiction (#102),read,,,,1,0
1711424,Moara cu Noroc,Ioan Slavici,"Slavici, Ioan",,"=""""","=""""",0,3.20,Bestseller Publishing,ebook,114,2013,1881,,2023/03/23,fiction,fiction (#103),read,,,,1,0
6781239,O scrisoare pierdută,Ion Luca Caragiale,"Caragiale, Ion Luca",,"=""9732104457""","=""9789732104453""",0,3.69,Editura Minerva,Paperback,84,1995,1884,,2023/03/23,fiction,fiction (#105),read,,,,1,0
8471713,"The Damascus Way (Acts of Faith, #3)",Davis Bunn,"Bunn, Davis",Janette Oke,"=""0764208667""","=""9780764208669""",0,4.36,Bethany House Publishers,Paperback,432,2011,2010,,2022/12/02,fiction,fiction (#99),read,,,,1,0
17563539,The Egg,Andy Weir,"Weir, Andy",,"=""""","=""""",4,4.22,Andy Weir / Galactanet,ebook,3,2009,2009,,2022/09/22,fiction,fiction (#98),read,"as seen on <a href=""https://youtu.be/h6fcK_fRYaI"">Kurzgesagt</a>.<br/><br/>quite emotional. we are all one. <i>do unto others as you would have them do unto you</i>. ",,,1,0
34127815,Fluturele de hârtie,Diane Wei Liang,"Liang, Diane Wei",Alin Mihăilescu,"=""""","=""9786068134345""",3,3.28,Nemira,Paperback,272,2010,2008,,2022/08/03,fiction,fiction (#97),read,,,,1,0
17280299,Mumia,Théophile Gautier,"Gautier, Théophile",Traian Fințescu,"=""""","=""9736534391""",0,3.39,Corint,Paperback,160,2003,1858,,2022/12/29,fiction,fiction (#100),read,,,,1,0
40669846,Maestrul si Margareta,Mikhail Bulgakov,"Bulgakov, Mikhail",,"=""""","=""""",4,4.29,,Paperback,608,2017,1967,,2022/05/19,fiction,fiction (#96),read,,,,1,0
35012994,Oliver Twist,Charles Dickens,"Dickens, Charles","Maria Petrescu, Luminiţa Cocârţă, Sorina Chiper","=""""","=""9786065399501""",5,3.88,Adevărul Holding,Hardcover,544,2011,1838,,2022/05/02,fiction,fiction (#94),read,,,,1,0
10321315,La capatul raului,Charles Martin,"Martin, Charles",,"=""""","=""""",5,4.16,Kerigma,Paperback,316,2011,2008,,2022/05/02,fiction,fiction (#93),read,,,,1,0
25049697,"Asasinarea lui Roger Ackroyd (Hercule Poirot, #4)",Agatha Christie,"Christie, Agatha",,"=""""","=""""",4,4.27,Litera,Mass Market Paperback,312,2014,1926,,2022/05/02,fiction,fiction (#91),read,,,,1,0
11166270,Al patrulea...,Kjell Ola Dahl,"Dahl, Kjell Ola",,"=""9737074602""","=""9789737074607""",4,3.62,Editura Trei,Paperback,292,2011,2005,,2022/05/02,fiction,fiction (#92),read,,,,1,0
17238022,Martorul,Josh McDowell,"McDowell, Josh",,"=""""","=""9789731813127""",3,3.62,Scriptum,Paperback,280,2008,2006,,2022/05/02,fiction,fiction (#95),read,,,,1,0
13197222,Hoțul de cărți,Markus Zusak,"Zusak, Markus",Adelina Vasiliu,"=""6066090860""","=""9786066090865""",5,4.39,RAO,Hardcover,571,2011,2005,,2022/04/29,fiction,fiction (#89),read,,,,1,0
13107987,Ecouri de dincolo de moarte,Johan Theorin,"Theorin, Johan",Bogdan Perdivară,"=""9737074564""","=""9789737074560""",5,3.80,Trei,Paperback,391,2011,2007,,2022/04/26,fiction,fiction (#88),read,,,,1,0
58995094,Ingeri Si Demoni,Dan Brown,"Brown, Dan",,"=""6067761734""","=""9786067761733""",4,3.94,Rao,Paperback,,2021,2000,,2022/05/02,fiction,fiction (#90),read,,,,1,0
29763410,"Integrala Maus (Maus, #1-2)",Art Spiegelman,"Spiegelman, Art",,"=""""","=""9786067103014""",5,4.57,Editura Art,Paperback,296,2015,1980,,2022/04/26,fiction,fiction (#86),read,,,,1,0
36685553,Origini,Dan Brown,"Brown, Dan",,"=""6068905497""","=""9786068905495""",4,3.89,Rao,Hardcover,530,2017,2017,,2022/04/26,fiction,fiction (#87),read,,,,1,0
29666444,"Elantris (Elantris, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""6068673030""","=""9786068673035""",5,4.19,Paladin,Hardcover,744,2016,2005,,2022/04/26,fiction,fiction (#82),read,,,,1,0
37657645,"Furia Dimineţii (Red Rising, #3)",Pierce Brown,"Brown, Pierce",Iulia Pomagă,"=""""","=""9786068673677""",5,4.50,Paladin,Hardcover,688,2017,2016,,2022/04/26,fiction,fiction (#80),read,,,,1,0
20307223,Jocurile Foamei: Sfidarea (Jocurile Foamei #2),Suzanne Collins,"Collins, Suzanne",,"=""""","=""9786067580242""",4,4.32,Nemira,ebook,318,2015,2009,,2022/04/26,fiction,fiction (#83),read,,,,1,0
34118301,Cartea oglinzilor,E.O. Chirovici,"Chirovici, E.O.",,"=""6067762072""","=""9786067762075""",3,3.50,RAO,Hardcover,298,2017,2017,,2022/04/26,fiction,fiction (#85),read,,,,1,0
42852322,"Furia de Fier (Red Rising, #4)",Pierce Brown,"Brown, Pierce",,"=""6068673987""","=""9786068673981""",5,4.24,Editura PALADIN,Hardcover,808,2018,2018,,2022/04/26,fiction,fiction (#81),read,,,,1,0
31692868,"Revolta (Jocurile Foamei, #3)",Suzanne Collins,"Collins, Suzanne",Ana-Veronica Mircea,"=""6065796662""","=""9786065796669""",4,4.08,Nemira,Paperback,335,2013,2010,,2022/04/26,fiction,fiction (#84),read,,,,1,0
20808730,"Întoarcerea Regelui (Stăpânul Inelelor, #3)",J.R.R. Tolkien,"Tolkien, J.R.R.",Irina Horea,"=""6066093657""","=""9786066093651""",5,4.56,RAO,Hardcover,667,2012,1955,,2022/04/26,fiction,fiction (#74),read,,,,1,0
29547469,"Furia Roșie (Furia roșie, #1)",Pierce Brown,"Brown, Pierce",Iulia Pomagă,"=""6068673251""","=""9786068673257""",5,4.26,Paladin,Hardcover,506,2016,2014,,2022/04/26,fiction,fiction (#78),read,,,,1,0
100924,"Perelandra (The Space Trilogy, #2)",C.S. Lewis,"Lewis, C.S.",,"=""0007157169""","=""9780007157167""",5,3.99,Voyager,Paperback,314,2005,1943,,2022/04/26,"re-read-asap, fiction","re-read-asap (#3), fiction (#76)",read,,,,1,0
32882316,"Furia aurie (Red Rising, #2)",Pierce Brown,"Brown, Pierce",Iulia Pomagă,"=""6068673359""","=""9786068673356""",5,4.46,Paladin,Hardcover,592,2016,2015,,2022/04/26,fiction,fiction (#79),read,,,,1,0
100933,"That Hideous Strength (The Space Trilogy, #3)",C.S. Lewis,"Lewis, C.S.",,"=""0007157177""","=""9780007157174""",5,3.91,HarperCollins Publishers,Paperback,534,2005,1945,,2022/04/26,"re-read-asap, fiction","re-read-asap (#4), fiction (#77)",read,,,,1,0
25350,"Out of the Silent Planet (The Space Trilogy, #1)",C.S. Lewis,"Lewis, C.S.",,"=""0007157150""","=""9780007157150""",5,3.93,HarperCollins,Paperback,160,2005,1938,,2022/04/26,"re-read-asap, fiction","re-read-asap (#2), fiction (#75)",read,,,,1,0
18770275,Marea despărţire,C.S. Lewis,"Lewis, C.S.",,"=""9735041871""","=""9789735041878""",5,4.30,Humanitas,Paperback,136,2013,1946,,2022/04/26,fiction,fiction (#68),read,,,,1,0
17729062,Hobbitul,J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""6066093681""","=""9786066093682""",5,4.29,Grupul editorial RAO,Hardcover,315,2012,1937,,2022/04/26,fiction,fiction (#69),read,,,,1,0
22088945,Jocurile Foamei,Suzanne Collins,"Collins, Suzanne",,"=""6065796654""","=""9786065796652""",4,4.33,Nemira,Paperback,308,2013,2008,,2022/04/26,fiction,fiction (#70),read,,,,1,0
33010740,Fata din tren,Paula Hawkins,"Hawkins, Paula",,"=""""","=""""",2,3.96,Trei,,408,2015,2015,,2022/04/26,fiction,fiction (#71),read,,,,1,0
