Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
20764074,"Cele două turnuri (Stăpânul Inelelor, #2)",J.R.R. Tolkien,"Tolkien, J.R.R.",Irina Horea,"=""6066093665""","=""9786066093668""",5,4.48,RAO,Hardcover,507,2012,1954,,2022/04/26,fiction,fiction (#73),read,,,,1,0
20739094,"Frăția Inelului (Stăpânul Inelelor, #1)",J.R.R. Tolkien,"Tolkien, J.R.R.",Irina Horea,"=""6066093673""","=""9786066093675""",5,4.39,RAO,Hardcover,635,2012,1954,,2022/04/26,fiction,fiction (#72),read,,,,1,0
23209607,Sfaturile unui diavol bătrân către unul mai tânăr,C.S. Lewis,"Lewis, C.S.",,"=""""","=""""",5,4.26,Humanitas,,182,2010,1942,,2022/04/26,fiction,fiction (#66),read,,,,1,0
12422089,Baraca,William Paul Young,"Young, William Paul",,"=""9738960258""","=""9789738960251""",3,3.82,Kerigma,Paperback,225,2009,2007,,2022/04/26,fiction,fiction (#67),read,,,,1,0
35506,The Language of God: A Scientist Presents Evidence for Belief,Francis S. Collins,"Collins, Francis S.",,"=""0743286391""","=""9780743286398""",5,3.86,Free Press,Hardcover,294,2006,2006,,2022/04/26,non-fiction,non-fiction (#30),read,,,,1,0
53542879,God and the Pandemic: A Christian Reflection on the Coronavirus and Its Aftermath,N.T. Wright,"Wright, N.T.",,"=""""","=""""",5,4.25,Zondervan,Kindle Edition,87,2020,2020,,2022/04/26,non-fiction,non-fiction (#31),read,,,,1,0
1626908,"The Curse of the Pharaohs: A Stunning Investigation Into the 4,000-Year-Old Secrets of the Ancient Egyptians",Philipp Vandenberg,"Vandenberg, Philipp",,"=""0772131082""","=""9780772131089""",0,3.38,Coronet Books,Paperback,240,1977,1944,,2022/12/29,non-fiction,non-fiction (#32),read,,,,1,0
42528454,"Orice om îi este teamă: un partid, doi ani și trei premieri",Radu Paraschivescu,"Paraschivescu, Radu",,"=""9735062704""","=""9789735062705""",4,4.20,Humanitas,Paperback,220,2018,2018,,2022/04/26,non-fiction,non-fiction (#26),read,,,,1,0
6515073,The Lost World of Genesis One: Ancient Cosmology and the Origins Debate (Volume 2) (Lost World Series),John H. Walton,"Walton, John H.",,"=""0830837043""","=""9780830837045""",5,4.23,IVP Academic,Paperback,192,2009,2009,,2022/04/26,non-fiction,non-fiction (#27),read,,,,1,0
17861712,The Lost World of Scripture: Ancient Literary Culture and Biblical Authority,John H. Walton,"Walton, John H.",D. Brent Sandy,"=""083084032X""","=""9780830840328""",5,4.28,InterVarsity Press,Paperback,320,2013,2013,,2022/04/26,non-fiction,non-fiction (#28),read,,,,1,0
30264347,Adam and the Genome: Reading Scripture after Genetic Science,Scot McKnight,"McKnight, Scot","Daniel Harrell, Dennis R. Venema","=""158743394X""","=""9781587433948""",5,3.99,Brazos Press,Paperback,240,2017,,,2022/04/26,non-fiction,non-fiction (#29),read,,,,1,0
41713584,A River in Egypt,David Means,"Means, David",,"=""0571352499""","=""9780571352494""",5,3.06,Faber & Faber,Paperback,34,2019,,2022/10/31,2022/10/06,fiction,fiction (#61),read,"<blockquote>""Woe to the man whose child is on the verge of a diagnosis""</blockquote><br/><p>The man in question is Cavanaugh. A father, standing with his son in a hospital room -- the <i>sweat chamber</i> as the nurse called it. As little Gunner is tested for cystic fibrosis, his father tries to distract him, minute by minute, until he breaks into <i>""a true breaker on the scream scale""</i> and Cavanaugh sees himself forced to cup his hand over the boy's mouth. </p><br/><p>This is the scene unfolding as the nurse enters the room, leading to a beautifully penned act of contemplation and introspection by a man <i>""suspended between two sides of life""</i>. </p><br/><p>The few pages of this short story were enough to convince me of its value. I want more of what this story offered. </p>",,,1,0
19434160,"The Tender Years (Prairie Legacy, #1)",Janette Oke,"Oke, Janette",,"=""""","=""""",0,4.10,Bethany House Publishers,Kindle Edition,258,2008,1997,,2022/12/02,fiction,fiction (#63),read,,,,1,0
60786194,The Garden of Forking Paths,Jorge Luis Borges,"Borges, Jorge Luis","Donald A. Yates, Andrew Hurley, James E. Irby","=""0241339057""","=""9780241339053""",5,4.20,Penguin Classics,Paperback,54,2018,1941,2022/10/24,2022/10/13,fiction,fiction (#62),read,"i love stories that give the reader homework<br/><br/>even though this book is now finished, its stories will linger some more in my head",,,1,0
13492313,Tărâmuri ascunse,Lynn Austin,"Austin, Lynn",,"=""9738998344""","=""9789738998346""",0,4.39,Editura Casa Cărţii,Paperback,439,2008,2001,,2022/12/29,fiction,fiction (#64),read,,,,1,0
778255,Ion,Liviu Rebreanu,"Rebreanu, Liviu",,"=""0720646502""","=""9780720646504""",0,3.41,Dufour Editions,Hardcover,416,1965,1920,,2023/03/23,fiction,fiction (#65),read,,,,1,0
28103134,Calea regilor volumul 2 (The Stormlight Archive #1.2),Brandon Sanderson,"Sanderson, Brandon",,"=""6068673049""","=""9786068673042""",5,4.79,Paladin,Hardcover,800,2015,2010,2022/07/10,2022/07/01,fiction,fiction (#55),read,,,,1,0
61195855,Sezonul uraganelor,Fernanda Melchor,"Melchor, Fernanda",,"=""""","=""9786069785188""",4,4.07,Pandora M,Paperback,216,2022,2017,2022/08/07,2022/08/03,fiction,fiction (#56),read,,,,1,0
36559232,Star Wars: Darth Maul - Son of Dathomir,Jeremy Barlow,"Barlow, Jeremy",Juan Frigeri,"=""1302501046""","=""9781302501044""",4,3.89,Marvel,Kindle Edition,135,2017,2015,2022/08/09,2022/08/09,fiction,fiction (#57),read,,,,1,0
24874308,The Atheist’s Mass,Honoré de Balzac,"Balzac, Honoré de",Sylvia Raphael,"=""014139742X""","=""9780141397429""",5,3.70,Penguin Classics,Paperback,50,2015,1836,,2022/10/06,fiction,fiction (#60),read,,,,1,0
89717,The Haunting of Hill House,Shirley Jackson,"Jackson, Shirley",,"=""0143039989""","=""9780143039983""",2,3.82,Penguin Classics,Paperback,182,2006,1959,2022/09/11,2022/09/05,fiction,fiction (#59),read,,,,1,0
60212924,Acolo unde cântă racii,Delia Owens,"Owens, Delia",,"=""""","=""""",4,4.39,PANDORA M,Paperback,448,2021,2018,2022/09/21,2022/08/12,fiction,fiction (#58),read,"for me, one thing that made itself noticed is how <i>whole</i> and <i>encompassing</i> this book feels. it is not only a description of a topographical place or of a certain period, not only a story about a girl on one side and the entire world on the other. it is all of these and more. <br/><br/>it touches on every aspect of life. rich in themes and emotions conveyed.<br/><br/>what is also remarkable is that the author knows her space. no surprise Delia Owens is a wildlife scientist; she is more than capable to describe and tell stories about the marsh and the interconnections of the ecosystem.<br/><br/>the subplot of the Walker family is well built and i enjoyed it, probably, the most.<br/><br/>in the end, it is a well-written book and a good story.",,,1,0
61169614,Shuggie Bain,Douglas   Stuart,"Stuart, Douglas",,"=""""","=""9786069784969""",5,4.31,Pandora M,Paperback,608,2022,2020,2022/10/21,2022/07/01,fiction,fiction (#53),read,"two kids talk about their inebriated mothers. one of them says something along the lines of: <i>that’s what alcoholics want — to die. it’s just that some take the long road. </i><br/><br/>and: <i>there is nothing you can do to help. </i><br/><br/><b>Shuggie Bain</b> is a book about losing one’s self to the coldness of addiction. losing what you were and what you could be, and losing the people you care about.<br/><br/>it is also about finding oneself. or rather, finding out that you are not actually lost, you just <i>are</i>. and you should start owning your self.<br/><br/><br/>i liked this book. it is an emotional story. a good story, in its tragedy and realism.",,,1,0
25415157,Un veac de singurătate,Gabriel García Márquez,"Márquez, Gabriel García",,"=""6066098403""","=""9786066098403""",5,4.11,Rao Books,Hardcover,480,2014,1967,2022/08/31,2022/06/08,"favourites, fiction","favourites (#1), fiction (#51)",read,"i think i've just read the most beautiful thing written by man <br/><br/>the way that i love this book. from the first pages, i knew that it will enjoy it. <br/><br/>ghosts searching for water and company, flying carpets, yellow flowers raining from the sky, intoxicating beauty, obsessions of undoing for the sake of doing, and death. even death is curious in this enchanted world of Macondo. <br/><br/><I>generations come and generations go. no one remembers people from long ago and all the people yet to come, they too will be forgotten by those that come after them</i> -- time runs. it is a spinning wheel bound to break <blockquote>' because races condemned to one hundred years of solitude did not have a second opportunity on earth.'</blockquote> an act of injustice orchestrated by fate or an act of mercy. maybe amongst its many shapes and forms life is also a diamond; just spin it around and see its many faces. <br/><br/>i read this book marveling at its artistry and i now realize that i should re-read it with some different eyes and a different mind. i can't wait for time to circle back and start it afresh. until then -- magical realism -- i have my eyes on you.",,,1,0
53313878,O viaţă măruntă,Hanya Yanagihara,"Yanagihara, Hanya",Adriana Bădescu,"=""6063345639""","=""9786063345630""",5,4.34,Litera,Paperback,1024,2019,2015,2022/08/03,2022/06/22,fiction,fiction (#52),read,"i am presently at a loss for words. <br/><br/>this story is as beautiful as it is tragic — and tragic it is. so many times have i had to stop and stare into the void because it was simply too much to take. it is beautiful in its depiction of friendship, love, and simply life; of finding reasons to keep going and bumping into walls that keep you from it. <br/><br/>it is heart-wrenching and also heart-warming.<br/><br/>i can see how Hanya Yanagihara’s storytelling (in this instance) could be an issue for some readers but i, for some reason, enjoyed it. i still have some issues with the development of story and characters and the authenticity of feelings that this book supposedly tries to convey (minor issues i might add) but, for the time being, i’ll keep my own counsel.<br/><br/>the fact that the book gave the reader an overview of an entire life, makes one think of one's own — how it’s been and how it is going to be — and maybe, even make one consider living it more consciously; if there is something to walk away with from this reading. <br/><br/>altogether, i liked this book. it is unlike anything i’ve read (at least recently) and it might even find its place amongst this year’s favourites.",,,1,0
28103121,Calea regilor volumul 1 (The Stormlight Archive #1.1),Brandon Sanderson,"Sanderson, Brandon",Ana-Veronica Mircea,"=""6069384636""","=""9786069384633""",4,4.63,Paladin,Hardcover,656,2015,2010,2022/07/02,2022/07/01,fiction,fiction (#54),read,,,,1,0
17184,The Invisible Man,H.G. Wells,"Wells, H.G.","Daniel Philpott, Дмитро Паламарчук, Микола Іванов, Герберт Велз","=""0451528522""","=""9780451528520""",5,3.64,New American Library/Penguin Books,Mass Market Paperback,192,2002,1897,2022/06/13,2022/06/08,fiction,fiction (#50),read,,,,1,0
13484552,Goana dupa licurici,Charles Martin,"Martin, Charles",,"=""""","=""9789738960589""",5,4.40,Kerigma beletristic,Paperback,296,2011,2007,,2022/05/02,fiction,fiction (#48),read,,,,1,0
50191796,Copiii Dunei,Frank Herbert,"Herbert, Frank",,"=""6064305258""","=""9786064305251""",5,3.96,Nemira,Paperback,528,2019,1976,,2022/05/02,fiction,fiction (#45),read,,,,1,0
49607104,Împăratul-Zeu al Dunei,Frank Herbert,"Herbert, Frank",Ion Brana,"=""6064305266""","=""9786064305268""",4,3.88,Nemira,Paperback,531,2019,1981,,2022/05/02,fiction,fiction (#46),read,,,,1,0
16170666,Când greierii plâng,Charles Martin,"Martin, Charles",,"=""""","=""9789738960268""",5,4.36,Kerigma,Paperback,373,2010,2006,,2022/05/02,fiction,fiction (#47),read,,,,1,0
26065343,Carrie,Stephen King,"King, Stephen",,"=""9786065799""","=""""",3,3.98,Nemira,Paperback,216,2015,1974,2022/06/04,2022/06/01,fiction,fiction (#49),read,,,,1,0
8349198,Animal Farm,George Orwell,"Orwell, George",,"=""""","=""""",5,3.98,Houghton Mifflin Harcourt,Kindle Edition,154,2009,1945,2022/09/04,2022/05/02,fiction,fiction (#42),read,<b><i>ALL ANIMALS ARE EQUAL<br/>BUT SOME ANIMALS ARE MORE EQUAL THAN OTHERS</i></b><br/><br/>Maybe George Orwell's choice of characters is right in that people acting in such ways are <i>less-than-human</i>.,,,1,0
34849412,Visează androizii oi electrice?,Philip K. Dick,"Dick, Philip K.",Ştefan Ghidoveanu,"=""""","=""9786067589191""",4,4.09,Nemira,Paperback,216,2017,1968,,2022/04/27,fiction,fiction (#41),read,,,,1,0
44681626,Dune,Frank Herbert,"Herbert, Frank",,"=""6064304839""","=""9786064304834""",5,4.26,Editura Nemira,Paperback,736,2019,1965,2021/01/01,2022/05/02,fiction,fiction (#43),read,,,,1,0
57387883,Numele trandafirului,Umberto Eco,"Eco, Umberto",Florin Chiriţescu,"=""9734684302""","=""9789734684304""",5,4.14,Polirom,Mass Market Paperback,624,2021,1980,2022/06/01,2022/04/26,fiction,fiction (#40),read,,,,1,0
45997951,Mântuitorul Dunei,Frank Herbert,"Herbert, Frank",Ion Doru Brana,"=""6064304847""","=""9786064304841""",5,3.89,Armada,Paperback,267,2019,1969,,2022/05/02,fiction,fiction (#44),read,,,,1,0
35606102,The Heart is a Lonely Hunter,Carson McCullers,"McCullers, Carson",Kasia Boddy,"=""""","=""""",5,3.99,Penguin,Paperback,328,2018,1940,2022/05/16,2022/04/26,"favourites, re-read-asap, fiction","favourites (#2), re-read-asap (#1), fiction (#39)",read,"<p>beautifully written, <i>The Heart Is a Lonely Hunter</i> is a story about alienation, about finding one’s place in a world that seems to be made of a totally different material than one is made of, and about the longing for something, or someone, to make one feel listened to, feel seen, accepted, and loved.</p><p>i love this novel and i love its characters; a bunch of lonely misfits: a tomboyish girl who loves music, an alcoholic labor agitator, the owner of a diner, and an idealistic physician; all of them finding a confidant in the most unexpected listener, the deaf-mute Mr. Singer, who becomes their anchor into the world. the same man who’s also been left adrift by the separation from his friend:</p><blockquote>‘The way I need you is a loneliness I cannot bear. [...] I am not meant to be alone and without you who understand’.</blockquote></p><p>writes Mr. Singer in a letter to his friend, who is away in an insane asylum.</p><p>'you who understand' -- that is what Mr. Singer was to all these people; someone who understood them, or at least made it feel that way. and that is something we all want and need. <br/>when i first wrote a few thoughts about this book, at the start of the year, i also added a quote that i considered to be appropriate:<blockquote>‘We read books to know we are not alone’. - William Nicholson</blockquote></p><p>maybe this is why i like this book so much. without knowing, Carson McCullers may have written me as well into this story.</p><p>Carson McCullers made it on to my favourite authors' list and <i>The Heart Is a Lonely Hunter</i> is in my top 2 favourite books. i definitely need to re-read it and i might actually do it sooner than i thought. then i might be able to write something about it that is actually worthy of this book.</p>",,,1,0
56785828,Furia Dezlanțuită (Red Rising Saga #5),Pierce Brown,"Brown, Pierce",,"=""""","=""""",5,4.46,Editura PALADIN,Hardcover,976,2021,2019,2022/06/24,2022/04/26,fiction,fiction (#33),read,,,,1,0
55260466,Întotdeauna diavolul,Donald Ray Pollock,"Pollock, Donald Ray",Lucian Popa,"=""6067939274""","=""9786067939279""",5,4.13,Corint Fiction,Paperback,368,2020,2011,,2022/04/26,fiction,fiction (#37),read,,,,1,0
34927387,Povestea vieții tale,Ted Chiang,"Chiang, Ted",Marian Truță,"=""6067588587""","=""9786067588583""",5,4.26,Nemira,Paperback,320,2017,2002,,2022/04/26,fiction,fiction (#36),read,,,,1,0
8474866,Eroare judiciară,Anne Holt,"Holt, Anne",Marie-Jeanne Vasiloiu,"=""9737073126""","=""9789737073129""",5,3.72,Editura Trei,Paperback,448,2009,2001,,2022/04/26,fiction,fiction (#38),read,,,,1,0
10312886,Crimă și pedeapsă,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Ion Covaci, Albert Kovacs","=""""","=""9789731021041""",5,4.26,Leda Clasic,Hardcover,598,2006,1866,,2022/04/26,fiction,fiction (#34),read,,,,1,0
33388347,Materia Întunecată,Blake Crouch,"Crouch, Blake",Adriana Bădescu,"=""6067762005""","=""9786067762006""",5,4.13,RAO,Hardcover,336,2016,2016,,2022/04/26,fiction,fiction (#35),read,,,,1,0
18005692,Marele Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",George Volceanov,"=""9734632957""","=""9789734632954""",4,3.93,Polirom,Paperback,240,2013,1925,2022/06/08,2022/04/26,fiction,fiction (#30),read,,,,1,0
6193662,Lord of the Flies,William Golding,"Golding, William",,"=""0571245897""","=""9780571245895""",5,3.69,Faber & Faber,Paperback,224,2009,1954,,2022/04/26,fiction,fiction (#31),read,,,,1,0
45152448,Pacienta tăcută,Alex Michaelides,"Michaelides, Alex",Dana-Ligia Ilin,"=""6063336060""","=""9786063336065""",4,4.18,Litera,Paperback,368,2019,2019,,2022/04/26,fiction,fiction (#32),read,,,,1,0
16219704,JavaScript and jQuery: Interactive Front-End Web Development,Jon Duckett,"Duckett, Jon",,"=""1118531647""","=""9781118531648""",0,4.30,Wiley,Paperback,640,2014,2013,,2022/11/18,non-fiction,non-fiction (#25),read,,,,1,0
30948,The Rise of Christianity,Rodney Stark,"Stark, Rodney",,"=""0060677015""","=""9780060677015""",5,4.06,HarperSanFrancisco,Paperback,272,1997,1996,,2022/04/26,non-fiction,non-fiction (#21),read,,,,1,0
9974604,Black Like Me ,John Howard Griffin,"Griffin, John Howard","Robert Bonazzi, Studs Terkel","=""1609401093""","=""9781609401092""",5,4.10,,Kindle Edition,225,,1961,2022/04/30,2022/04/26,non-fiction,non-fiction (#20),read,,,,1,0
61144553,Zorii limbajului,Sverker Johansson,"Johansson, Sverker",Cristian Iscrulescu,"=""""","=""9789735074265""",5,3.93,Humanitas,Paperback,408,2022,2019,2022/09/26,2022/06/08,non-fiction,non-fiction (#23),read,"i’m always going to be a nerd for things like this.<br/><br/>language, words, and etymologies have been an interest of mine since childhood and the origins of something, be it the origin of the Universe or a nation, a rock or a system of thought is one of the most interesting things to learn about (isn’t it.?); so when i saw a book on the origins of language i immediately picked it up.<br/><br/>the book is divided into three main parts meant to set up a few generalities about language, to review the (biological) necessities for language to emerge, and lastly show how all the pieces fall into place and lead to the actual origins. <br/><br/>[a: Sverker Johansson|842111|Sverker Johansson|https://s.gr-assets.com/assets/nophoto/user/u_50x66-632230dc9882b4352d753eedf9396530.png] uses knowledge from various fields and presents different theories and interpretations to give the reader a complete picture of the work that has been done in studying the origins of language while covering the various aspects/faces of the problem.<br/><br/>the book is well structured (even though i had at some point some issues with this very matter) and insightful. it’s a good summary of our current knowledge on the subject and has some sensible conclusions. as a popular, non-scholarly book it accomplishes what it sets to.<br/><br/>also, my appreciation to [a: Cristian Iscrulescu|16256874|Cristian Iscrulescu|https://s.gr-assets.com/assets/nophoto/user/u_50x66-632230dc9882b4352d753eedf9396530.png] who did an outstanding job at translating and contextualizing this book from Swedish and into Romanian.",,,1,0
12971423,Lost in the Cosmos: The Last Self-Help Book,Walker Percy,"Percy, Walker",,"=""""","=""""",0,4.06,,Kindle Edition,271,,1983,,2022/04/27,"dnf, non-fiction","dnf (#1), non-fiction (#22)",read,,,,1,0
50172688,A Brief History of Earth: Four Billion Years in Eight Chapters,Andrew H. Knoll,"Knoll, Andrew H.",,"=""0062853937""","=""9780062853936""",5,3.96,Custom House,ebook,272,2021,2021,2022/07/12,2022/06/13,non-fiction,non-fiction (#24),read,,,,1,0
53023844,"Embodied: Transgender Identities, the Church, and What the Bible Has to Say",Preston M. Sprinkle,"Sprinkle, Preston M.",,"=""0830781226""","=""9780830781225""",0,4.34,David C Cook,Paperback,288,2021,2021,,2022/04/26,non-fiction,non-fiction (#17),read,,,,1,0
27427679,People to Be Loved: Why Homosexuality Is Not Just an Issue,Preston M. Sprinkle,"Sprinkle, Preston M.",Wesley Hill,"=""""","=""""",0,4.36,Zondervan,Kindle Edition,219,2015,2015,,2022/04/26,non-fiction,non-fiction (#16),read,,,,1,0
38502466,Faith for This Moment: Navigating a Polarized World as the People of God,Rick McKinley,"McKinley, Rick",Gabe Lyons,"=""0801015588""","=""9780801015588""",4,4.27,Baker Books,Paperback,192,2018,,,2022/04/26,non-fiction,non-fiction (#19),read,,,,1,0
15823891,Fight: A Christian Case for Non-Violence,Preston Sprinkle,"Sprinkle, Preston",,"=""1434704920""","=""9781434704924""",5,4.29,David C Cook,Paperback,301,2013,2013,,2022/04/26,non-fiction,non-fiction (#15),read,,,,1,0
56637947,Where the Light Fell,Philip Yancey,"Yancey, Philip",,"=""0593238508""","=""9780593238509""",5,4.53,Convergent Books,Hardcover,320,2021,2021,2022/04/09,2022/04/26,non-fiction,non-fiction (#18),read,,,,1,0
35967911,Sapiens. Scurtă istorie a omenirii,Yuval Noah Harari,"Harari, Yuval Noah",Adrian Şerban,"=""9734648888""","=""9789734648887""",5,4.37,POLIROM,Hardcover,380,2017,2011,,2022/04/26,non-fiction,non-fiction (#14),read,,,,1,0
31851874,Everyone at This Party Has Two Names,Brad Aaron Modlin,"Modlin, Brad Aaron",,"=""0996259686""","=""9780996259682""",5,4.24,Southeast Missouri State Univ Press,Paperback,88,2016,,2022/10/06,2022/09/26,poetry,poetry (#10),read,,,,1,0
23398580,In the Shelter: Finding a Home in the World,Pádraig Ó Tuama,"Tuama, Pádraig Ó",,"=""1444791702""","=""9781444791709""",5,4.54,Hodder & Stoughton,Hardcover,261,2015,2015,2022/05/03,2022/04/26,poetry,poetry (#9),read,"<p>this man has such a way with words. i swear he breathes poetry</p><p>it's a pleasure to read him. and an even greater one to listen to him. i might leave a <a href=""https://youtu.be/nlxWmB9jTYY"">link</a> to a speech of his at St Paul’s Cathedral in London on this very book. the speech that actually convinced me to buy the book</p><p><i><b>In the Shelter</b></i> is, in the author's own words, <blockquote>""a long essay in the art of trying to greet your life without fear, or even with fear, and to greet your fear with which you greet your life. to find a way to say: here is what’s happening [...] an essay in the art and spirituality of language and its power to save or to destroy, to create or desecrate.""</blockquote></p><p>it is a book about finding one's place and telling the truth about it;  whether or not it's a place one wishes to be in, because this is the first step to changing it, would one wish to do it. to name and greet the place one finds one's self at<blockquote>""hello to here.""</blockquote></p><p>and hello to my silly attempts. hello to my obsessions. hello to the little things that make me smile. hello to wanting something different.</p><p>hello to all the new places.</p><p>for me, it's one of those books that, when finished, the first thought i have is <i>'i don't know what just happened but i know something great did. and i need to re-read it as soon as possible'</i</p><p>i am still new to poetry. this year i decided to read more of it and the few poems at the end of each chapter were a great start. i even have a few favourites and i’ll definitely check out more of Pádraig’s poetry</p>",,,1,0
40495957,"Heartstopper: Volume One (Heartstopper, #1)",Alice Oseman,"Oseman, Alice",,"=""152722533X""","=""9781527225336""",4,4.49,Selfpublished,Paperback,288,2018,2018,,2023/01/10,fiction,fiction (#29),read,,,,1,0
370493,The Giving Tree,Shel Silverstein,"Silverstein, Shel",,"=""0060256656""","=""9780060256654""",3,4.38,HarperCollins Publishers,Hardcover,64,1964,1964,,2023/01/01,"2023-tbr, poetry","2023-tbr (#8), poetry (#8)",read,,,,1,0
1704719,Knockemstiff,Donald Ray Pollock,"Pollock, Donald Ray",,"=""0385523823""","=""9780385523820""",0,3.98,Doubleday,Hardcover,206,2008,2008,,2022/12/21,"dnf, fiction","dnf (#2), fiction (#26)",read,,,,1,0
24885889,Ollie's Odyssey,William Joyce,"Joyce, William",,"=""144247355X""","=""9781442473553""",5,4.25,Atheneum/Caitlyn Dlouhy Books,Hardcover,304,2016,2015,2022/12/26,2022/12/22,fiction,fiction (#27),read,,,,1,0
127537,Forgiveness Parade,Jeffrey McDaniel,"McDaniel, Jeffrey",,"=""0916397556""","=""9780916397555""",5,4.25,"Manic D Press, Inc.",Paperback,80,1998,1998,2023/01/14,2022/12/29,poetry,poetry (#7),read,,,,1,0
65144859,Cetatea cucului din nori,Anthony Doerr,"Doerr, Anthony",Iulia Gorzo,"=""""","=""9786060971382""",5,4.26,Humanitas Fiction,Paperback,524,2022,2021,2023/01/21,2022/12/28,fiction,fiction (#28),read,"Past: Constantinople. <i>Anna</i> takes care of her ailing sister, her only family, inside the walls of Constantinople. On the other side of the walls <i>Omeir</i>, taken from his home and family, is taking part in the city's siege.<br/><br/>Present: Idaho. Old <i>Zeno</i> along with five children rehearse a play in the public library. In the same building, on a different floor, adolescent <i>Seymour</i> plants a bomb for what he thinks is a noble cause.<br/><br/>Future: The spaceship Argos. Fourteen years old <i>Konstance</i> counts the days she has spent locked by herself in a room.<br/><br/>And what brings together time and space and people is a book. A manuscript of a long-forgotten story. The tale of a hero who perseveres through whatever may come. <br/><br/><i>Cloud Cuckoo Land</i> is a testament to the power of books and stories — one of humanity’s greatest inventions. Stories that shape us, help us grow, and give us hope to go forward. I’m in awe thinking of the intimate relationship between humanity and stories, thinking of how mere ideas and ideals helped build civilizations and individuals.<br/><br/>And thinking about how fiction often proves truer than reality. <br/><br/>This novel has been a journey and I enjoyed every step of it. The characters are all very likable and will make you root for them. <br/>And there is something about historical fiction that took a hold of me; the parts of the story set around the siege of Constantinople were the most enjoyable for me.<br/><br/>Though at times the story is tragic it holds onto hope until the end and has an optimistic outlook. I shed some tears while reading it but that might be just me. Humans do have that effect on me. And more than history and war, more than the world we live in and the stories we tell about it, this is what this novel has been about — humanity. And I absolutely loved it.<br/><br/>It has been some time since I took a book off the shelf and in a few sentences, it convinced me to take it home and I am glad I did.<br/><br/><img src=""https://cdn.dribbble.com/users/1358255/screenshots/4936894/media/3e010c84a1a560ca956f982b9e31ff30.png?compress=1&resize=150x100&vertical=top""></img>",,,1,0
48714173,Povestea lui Kullervo,J.R.R. Tolkien,"Tolkien, J.R.R.","Verlyn Flieger, Alexandru Maniu","=""6060061982""","=""9786060061984""",5,3.42,RAO,Hardcover,176,2019,2015,2022/12/28,2022/10/22,fiction,fiction (#23),read,,,,1,0
60764315,The Ballad of the Sad Café,Carson McCullers,"McCullers, Carson",,"=""024159054X""","=""9780241590546""",5,3.81,Penguin Classics,Hardcover,128,2022,1951,2022/12/01,2022/11/01,fiction,fiction (#24),read,,,,1,0
1627,Brokeback Mountain,Annie Proulx,"Proulx, Annie",,"=""0743271327""","=""9780743271325""",5,3.98,Scribner,Paperback,55,2005,1997,,2022/11/20,fiction,fiction (#25),read,"<blockquote>""Jack, I swear--""</blockquote> <p>this line gets me every time.<br/>add <i>The Wings</i> by Gustavo Santaolalla to the mix and i'm crying my heart out.</p>",,,1,0
41713591,The Inner Room,Robert Aickman,"Aickman, Robert",,"=""0571351778""","=""9780571351770""",2,3.64,Faber & Faber,Paperback,80,2019,1968,2022/11/05,2022/10/06,fiction,fiction (#22),read,Good horror stories seem to evade me.,,,1,0
45791,The Ballad of the Sad Café and Other Stories,Carson McCullers,"McCullers, Carson",,"=""0618565868""","=""9780618565863""",5,3.81,Mariner Books (Houghton Mifflin Company),Paperback,152,2005,1951,,2022/05/07,fiction,fiction (#18),read,Carson McCullers writes about human feelings like no other.<br/>Her writing is so <i>delicate</i> and <i>soothing</i>.,,,1,0
24874303,The Tell-Tale Heart,Edgar Allan Poe,"Poe, Edgar Allan",,"=""0141397268""","=""9780141397269""",5,4.24,Penguin Classics,Paperback,48,2015,1843,,2022/10/06,fiction,fiction (#20),read,,,,1,0
41160292,Exhalation,Ted Chiang,"Chiang, Ted",,"=""""","=""""",5,4.27,Knopf,Kindle Edition,368,2019,2019,2022/11/24,2022/09/02,fiction,fiction (#19),read,,,,1,0
41713579,The Country Funeral,John McGahern,"McGahern, John",,"=""0571351840""","=""9780571351848""",5,3.86,Faber & Faber,Paperback,79,2019,,2022/11/07,2022/10/06,fiction,fiction (#21),read,,,,1,0
60758178,The Prophet,Robin Waterfield,"Waterfield, Robin",Kahlil Gibran,"=""0241573718""","=""9780241573716""",5,4.23,Penguin Books Ltd,Hardcover,128,2022,1923,2023/02/02,2022/10/25,"2023-tbr, poetry","2023-tbr (#4), poetry (#6)",read,,,,1,0
